KO,F101_0.22_B,F101_0.22_S,F103_0.22_B,F103_0.22_S,F107_0.22_B,F107_0.22_S
K03846,1,1,1,1,1,1
K03847,0,0,1,1,1,1
K03848,0,0,1,0,1,1
K03849,0,0,1,1,1,0
K03850,0,0,0,0,1,0
K03851,1,1,1,1,1,1
K03852,1,1,1,1,1,1
K03853,0,0,0,0,0,0
K03854,0,0,1,0,1,1
K03855,1,1,1,1,1,1
K03856,1,1,1,1,1,1
K03857,1,1,1,1,1,1
K03858,0,0,0,0,0,0
K03859,0,0,1,0,1,0
K03860,0,0,1,0,1,0
K03861,0,0,1,0,1,0
K03862,1,1,1,1,1,1
K03863,1,1,1,1,1,1
K03867,1,1,1,1,1,1
K03868,0,0,1,0,1,0
K03869,1,1,1,1,1,1
K03870,0,0,0,0,0,0
K03871,0,0,0,0,0,0
K03872,0,0,0,1,1,0
K03873,0,0,0,0,0,0
K03874,0,0,0,0,0,1
K03875,0,0,0,0,1,0
K03877,0,0,0,0,0,0
K03878,1,1,1,1,1,1
K03879,1,1,1,1,1,1
K03880,0,1,1,1,1,1
K03881,1,1,1,1,1,1
K03882,1,1,1,1,1,1
K03883,1,1,1,1,1,1
K03884,1,1,1,1,1,1
K03885,1,1,1,1,1,1
K03886,1,1,1,1,1,1
K03887,0,0,0,0,0,0
K03888,0,0,0,0,0,0
K03889,1,1,1,1,0,1
K03890,1,1,1,1,0,1
K03891,1,1,1,1,1,1
K03892,1,1,1,1,1,1
K03893,0,1,0,0,0,1
K03894,0,0,1,0,0,0
K03895,0,0,1,0,0,0
K03896,0,0,1,0,0,0
K03897,1,0,1,0,0,1
K03899,0,0,0,0,0,0
K03900,0,0,0,0,0,0
K03902,0,0,0,0,1,0
K03908,0,0,0,0,0,0
K03909,0,0,1,0,1,1
K03910,0,0,0,0,1,0
K03911,0,0,0,0,0,0
K03913,0,0,0,0,0,0
K03918,1,1,1,1,1,1
K03919,1,1,1,1,1,1
K03921,1,1,1,1,1,1
K03922,0,0,0,0,0,0
K03923,1,1,1,1,1,1
K03924,1,1,1,1,1,1
K03925,1,1,1,1,1,1
K03926,1,1,1,1,1,1
K03927,0,0,1,0,1,1
K03928,1,1,1,1,1,1
K03929,1,1,1,1,1,1
K03930,0,0,0,0,0,0
K03931,0,0,1,0,1,1
K03932,1,1,1,1,1,1
K03933,1,1,1,1,1,1
K03934,1,1,1,1,1,1
K03935,1,1,1,1,1,1
K03936,1,1,1,1,1,1
K03937,0,0,0,0,1,0
K03938,0,0,0,0,1,0
K03939,0,0,0,0,0,0
K03940,1,1,1,1,1,1
K03941,1,1,1,1,1,1
K03942,1,1,1,1,1,1
K03943,1,1,1,1,1,1
K03945,0,0,0,0,1,0
K03946,0,0,1,1,1,0
K03949,0,0,1,0,1,0
K03950,0,0,0,0,1,1
K03952,0,0,1,1,1,0
K03953,1,1,1,1,1,1
K03954,0,0,0,0,0,0
K03955,0,0,1,1,1,1
K03963,0,0,1,0,1,0
K03965,0,0,1,1,1,0
K03966,0,0,0,0,1,0
K03969,1,1,1,1,1,1
K03970,1,1,1,1,1,1
K03971,0,0,0,0,0,0
K03972,1,1,1,1,1,1
K03973,1,1,1,1,1,1
K03974,1,1,1,1,1,1
K03975,1,1,1,1,1,1
K03976,1,1,1,1,1,1
K03977,1,1,1,1,1,1
K03978,1,1,1,1,1,1
K03979,1,1,1,1,1,1
K03980,1,1,1,1,1,1
K03981,1,1,1,1,1,1
K03983,0,0,0,0,0,0
K03984,0,0,0,0,0,0
K03986,0,0,0,0,0,0
K03991,0,0,1,0,1,1
K03993,0,0,0,0,0,0
K03995,1,0,1,0,1,1
K04004,0,0,0,0,0,0
K04013,0,0,0,0,0,0
K04014,1,0,1,1,1,1
K04015,1,0,1,1,1,1
K04016,0,0,0,0,1,0
K04017,0,0,1,0,1,0
K04018,0,0,1,0,0,0
K04019,1,1,1,1,1,1
K04020,1,1,1,1,1,1
K04021,1,1,1,1,1,1
K04022,0,0,0,0,0,0
K04023,0,0,0,0,0,0
K04024,0,0,0,0,0,0
K04025,0,0,0,0,0,0
K04026,0,0,0,0,0,0
K04027,1,1,1,1,1,1
K04028,1,1,1,1,1,1
K04029,0,0,0,0,0,0
K04030,0,0,1,0,1,0
K04031,0,0,0,0,0,0
K04032,0,0,0,0,0,0
K04033,1,1,1,0,1,1
K04034,1,1,1,1,1,1
K04035,1,1,1,1,1,1
K04036,0,0,0,0,0,0
K04037,1,1,1,1,1,1
K04038,1,1,1,1,1,1
K04039,1,1,1,1,1,1
K04040,1,1,1,1,1,1
K04041,0,0,1,0,0,1
K04042,1,1,1,1,1,1
K04043,1,1,1,1,1,1
K04044,1,1,1,1,1,1
K04045,1,0,1,0,1,1
K04046,1,1,1,1,1,1
K04047,1,1,1,1,1,1
K04049,0,0,1,0,0,0
K04050,0,0,0,0,0,0
K04051,0,0,1,0,0,0
K04052,0,0,1,0,0,0
K04053,0,0,1,0,0,1
K04054,0,0,1,0,0,0
K04056,0,0,1,0,0,0
K04057,0,0,1,0,0,0
K04058,0,0,1,0,0,1
K04059,0,0,1,0,0,0
K04060,0,0,0,0,0,0
K04061,1,1,1,1,1,1
K04062,0,0,0,0,0,0
K04063,1,1,1,1,1,1
K04064,0,0,0,0,0,0
K04065,0,0,1,0,0,1
K04066,1,1,1,1,1,1
K04067,1,0,1,1,0,1
K04068,1,1,1,1,1,1
K04069,1,1,1,1,1,1
K04070,0,0,1,0,1,0
K04072,1,1,1,1,1,1
K04073,1,1,1,1,1,1
K04074,1,1,1,1,1,1
K04075,1,1,1,1,1,1
K04076,1,1,1,1,1,1
K04077,1,1,1,1,1,1
K04078,1,1,1,1,1,1
K04079,1,1,1,1,1,1
K04080,1,1,1,1,1,1
K04081,0,0,1,0,1,0
K04082,1,1,1,1,1,1
K04083,1,1,1,1,1,1
K04084,1,1,1,1,1,1
K04085,1,1,1,1,1,1
K04086,0,0,0,0,0,0
K04087,1,1,1,1,1,1
K04088,1,1,1,1,1,1
K04090,1,1,1,1,1,1
K04091,1,1,1,1,1,1
K04092,1,1,1,1,1,1
K04093,1,1,1,1,1,1
K04094,1,1,1,1,1,1
K04095,1,1,1,1,1,1
K04096,1,1,1,1,1,1
K04097,1,1,1,1,1,1
K04098,1,1,1,1,1,1
K04099,0,1,1,0,0,0
K04100,1,1,1,1,1,1
K04101,1,1,1,1,1,1
K04102,1,1,1,1,1,1
K04103,1,1,1,1,1,1
K04105,1,1,1,1,1,1
K04107,1,1,1,1,1,1
K04108,1,1,1,1,1,1
K04109,1,1,1,1,1,1
K04110,1,1,1,1,1,1
K04112,0,0,1,0,0,0
K04113,0,0,1,0,1,1
K04114,0,0,1,0,1,1
K04115,0,0,1,0,1,1
K04116,1,1,1,1,1,1
K04117,1,1,1,1,1,1
K04118,1,0,1,1,1,1
K04123,0,0,0,0,0,0
K04124,0,0,0,0,1,0
K04126,1,1,1,1,1,1
K04127,1,1,1,1,1,1
K04128,0,0,0,0,0,0
K04149,0,0,0,0,0,0
K04153,0,0,0,0,0,0
K04157,0,0,0,0,0,0
K04167,0,0,0,0,0,0
K04170,0,0,0,0,0,0
K04195,0,0,0,0,0,0
K04202,0,0,0,0,0,0
K04205,0,0,0,0,0,0
K04215,0,0,0,0,0,0
K04228,1,1,1,1,1,1
K04237,0,0,0,0,0,0
K04255,0,0,0,0,0,0
K04257,0,0,0,0,0,0
K04277,0,0,0,0,0,0
K04306,0,0,0,0,1,0
K04308,0,0,1,0,1,0
K04309,0,0,0,0,1,0
K04333,0,0,1,0,0,0
K04334,1,0,1,1,0,1
K04335,0,1,1,1,0,1
K04336,0,0,0,0,0,0
K04337,1,1,1,1,0,1
K04338,1,1,1,1,1,1
K04340,1,1,1,1,1,1
K04342,1,0,1,0,0,1
K04343,0,0,0,0,0,0
K04344,0,0,0,0,1,0
K04345,1,0,1,1,1,1
K04346,0,0,0,0,0,0
K04348,1,0,1,0,1,0
K04349,0,0,0,0,1,0
K04351,0,0,0,0,0,0
K04352,0,0,0,0,0,0
K04353,0,0,0,0,0,0
K04354,0,0,1,1,1,1
K04355,0,0,0,0,0,0
K04357,0,0,0,0,1,0
K04360,0,0,0,0,0,0
K04361,0,0,0,0,0,0
K04364,0,0,0,0,0,0
K04365,0,0,0,0,0,0
K04367,0,0,0,0,0,0
K04368,0,0,1,1,1,1
K04370,0,0,0,0,0,0
K04371,1,0,1,1,1,1
K04372,0,0,0,0,0,0
K04373,0,0,1,0,1,1
K04377,0,0,0,0,0,0
K04378,0,0,0,0,0,0
K04382,1,1,1,1,1,1
K04388,0,0,0,0,0,0
K04392,0,0,1,1,1,1
K04393,0,0,0,0,0,0
K04403,0,0,0,0,0,0
K04406,0,0,0,0,0,0
K04408,0,0,0,0,0,0
K04409,0,0,0,0,1,0
K04411,0,0,0,0,0,1
K04412,0,0,0,0,1,1
K04414,0,0,0,0,0,0
K04415,0,0,0,0,0,0
K04416,0,0,0,0,0,0
K04417,0,0,0,0,0,0
K04418,0,0,0,0,0,0
K04419,0,0,0,0,0,0
K04420,0,0,0,0,1,0
K04421,0,0,0,0,0,0
K04422,0,0,0,0,1,1
K04423,0,0,0,0,1,0
K04424,0,0,1,1,1,1
K04425,0,0,0,0,0,0
K04426,0,0,0,0,1,0
K04427,0,0,1,0,1,1
K04428,0,0,0,0,0,0
K04429,0,0,0,0,1,0
K04431,0,0,0,0,0,0
K04432,0,0,0,0,0,0
K04433,0,0,0,0,0,0
K04437,1,1,1,1,1,1
K04440,0,0,0,0,0,0
K04441,0,0,0,0,0,0
K04443,0,0,0,0,0,0
K04445,0,0,1,0,1,1
K04447,0,0,0,0,1,0
K04454,0,0,0,0,0,0
K04456,0,0,1,0,1,1
K04457,0,0,0,0,1,0
K04458,0,0,0,0,0,0
K04459,1,0,1,0,1,1
K04460,0,0,1,1,1,1
K04461,0,0,1,0,1,1
K04464,0,0,0,0,1,0
K04467,0,0,0,0,0,0
K04468,0,0,0,0,0,0
K04477,1,1,1,1,1,1
K04479,1,1,1,1,1,1
K04480,0,0,0,0,0,0
K04482,0,1,1,1,1,1
K04483,1,1,1,1,1,1
K04484,0,0,1,0,1,1
K04485,1,1,1,1,1,1
K04486,1,1,1,1,1,1
K04487,1,1,1,1,1,1
K04488,1,1,1,1,1,1
K04494,0,0,0,0,0,1
K04496,1,1,1,1,1,1
K04497,0,0,0,0,0,0
K04498,0,1,1,1,1,1
K04499,1,1,1,1,1,1
K04503,0,0,0,0,0,0
K04505,0,0,1,1,1,1
K04506,0,0,0,0,0,0
K04507,0,0,1,0,1,1
K04508,0,0,1,1,1,1
K04512,0,0,0,0,1,1
K04513,0,0,0,0,0,0
K04514,0,0,0,0,0,0
K04515,1,1,1,1,1,1
K04516,1,1,1,1,1,1
K04517,1,1,1,1,1,1
K04518,1,1,1,1,1,1
K04521,0,0,0,0,0,0
K04523,0,0,1,0,1,1
K04527,0,0,0,0,0,0
K04532,0,0,1,1,1,1
K04533,0,0,0,0,1,1
K04534,0,0,1,0,1,0
K04536,0,0,1,0,1,1
K04537,0,0,0,0,0,0
K04539,0,0,0,0,0,0
K04550,1,0,1,1,1,1
K04551,1,0,1,0,1,1
K04552,0,0,0,0,0,0
K04554,0,1,1,1,1,1
K04555,0,0,0,0,0,0
K04557,0,0,0,0,1,0
K04560,0,0,0,0,0,0
K04561,1,1,1,1,1,1
K04562,1,1,1,1,1,1
K04563,0,0,1,0,1,0
K04564,1,1,1,1,1,1
K04565,1,1,1,1,1,1
K04566,1,1,1,1,1,1
K04567,1,1,1,1,1,1
K04568,1,1,1,1,1,1
K04569,0,0,1,0,1,0
K04573,0,0,0,0,0,0
K04574,1,1,1,1,1,1
K04575,1,0,1,0,1,1
K04585,0,0,0,0,0,0
K04591,0,0,0,0,0,0
K04592,0,0,0,0,0,0
K04593,0,0,1,0,1,0
K04594,0,0,0,0,0,0
K04595,0,0,0,0,0,0
K04596,0,0,0,0,0,0
K04598,0,0,0,0,0,0
K04600,1,1,1,1,1,1
K04601,1,0,1,1,1,1
K04602,0,0,1,0,1,1
K04604,0,0,1,0,1,0
K04605,0,0,0,0,0,0
K04607,0,0,0,0,0,0
K04608,0,0,1,0,1,0
K04611,0,0,0,0,0,0
K04612,0,0,1,0,1,0
K04613,0,0,0,0,0,0
K04615,0,0,0,0,0,0
K04618,0,0,1,0,1,1
K04624,0,0,0,0,0,0
K04626,0,0,0,0,0,0
K04628,0,0,0,0,0,0
K04630,0,0,0,0,1,0
K04631,0,0,0,0,1,0
K04636,0,0,0,0,0,0
K04638,0,0,1,0,1,0
K04640,0,0,0,0,1,1
K04641,0,0,0,0,0,0
K04642,0,0,0,0,0,0
K04643,0,0,0,0,0,0
K04644,0,0,0,0,0,0
K04646,1,1,1,1,1,1
K04648,0,0,0,0,1,1
K04649,0,1,1,1,1,0
K04650,0,0,0,0,1,0
K04651,1,1,1,1,1,1
K04652,1,1,1,1,1,1
K04653,1,1,1,1,0,1
K04654,1,1,1,1,1,1
K04655,1,1,1,1,1,1
K04656,1,1,1,1,1,1
K04659,1,1,1,1,1,1
K04677,0,0,0,0,0,0
K04678,0,0,0,0,1,0
K04679,0,0,0,0,1,0
K04681,0,0,1,1,1,0
K04682,0,0,1,0,1,1
K04683,0,0,1,1,1,0
K04688,0,0,1,0,1,1
K04691,1,1,1,1,1,1
K04692,0,0,0,0,0,0
K04702,0,0,0,0,0,0
K04705,0,0,0,0,0,0
K04706,0,0,0,0,1,0
K04708,0,0,1,0,1,1
K04709,0,0,0,0,0,1
K04710,0,0,0,0,1,0
K04711,1,1,1,1,1,1
K04712,1,0,1,1,1,1
K04713,1,1,1,1,1,1
K04715,0,0,0,0,1,0
K04716,0,0,0,0,0,0
K04717,0,0,0,0,0,0
K04718,1,1,1,1,1,1
K04719,1,1,1,1,1,1
K04720,1,1,1,1,1,1
K04722,0,0,0,0,0,0
K04725,0,0,1,0,1,0
K04727,0,0,0,0,0,0
K04728,0,0,1,1,1,1
K04730,0,0,0,0,0,0
K04731,0,0,0,0,0,0
K04733,0,0,0,0,1,1
K04739,1,1,1,1,1,1
K04744,1,1,1,1,1,1
K04745,0,0,0,0,0,0
K04747,0,0,0,0,0,0
K04748,1,1,1,1,1,1
K04749,1,1,1,1,1,1
K04750,1,0,1,0,1,1
K04751,1,1,1,1,1,1
K04752,1,1,1,1,1,1
K04753,0,1,1,1,1,0
K04754,1,1,1,1,1,1
K04755,1,1,1,1,1,1
K04756,1,1,1,1,1,1
K04757,1,1,1,1,1,1
K04758,1,1,1,1,1,1
K04759,1,1,1,1,1,1
K04760,1,1,1,1,1,1
K04761,1,1,1,1,1,1
K04762,1,1,1,1,1,1
K04763,1,1,1,1,1,1
K04764,1,1,1,1,1,1
K04765,1,1,1,1,1,1
K04766,0,0,0,0,0,0
K04767,1,1,1,1,0,1
K04768,1,1,1,1,1,1
K04769,0,0,0,0,0,0
K04770,1,1,1,0,0,1
K04771,1,1,1,1,1,1
K04772,1,1,1,1,1,1
K04773,1,1,1,1,1,1
K04774,1,1,1,1,1,1
K04775,0,0,0,0,0,0
K04778,0,0,0,0,0,0
K04780,1,0,1,1,1,1
K04781,0,0,0,0,0,0
K04782,1,1,1,1,1,1
K04783,0,0,0,0,0,0
K04784,0,0,1,1,1,1
K04785,0,0,0,0,0,0
K04786,0,0,1,0,1,1
K04787,0,0,0,0,0,0
K04788,0,0,0,0,0,0
K04789,0,0,1,0,1,1
K04790,0,0,0,0,0,0
K04791,0,0,0,0,0,0
K04792,0,0,0,0,0,0
K04793,0,0,0,0,0,0
K04794,1,1,1,1,1,1
K04795,1,1,1,1,1,1
K04796,1,1,1,1,1,0
K04797,1,1,1,1,1,1
K04798,1,1,1,1,1,0
K04799,1,1,1,1,1,1
K04800,1,1,1,1,1,1
K04801,1,1,1,1,1,1
K04802,1,1,1,1,1,1
K04803,0,0,0,0,0,0
K04804,0,0,0,0,1,1
K04805,0,0,1,0,0,1
K04806,0,0,1,0,1,1
K04807,0,0,0,0,0,0
K04808,0,0,1,0,1,1
K04809,0,0,0,0,1,0
K04810,0,0,0,0,1,0
K04811,0,0,1,0,1,0
K04814,0,0,0,0,0,0
K04815,0,0,0,0,0,0
K04817,0,0,0,0,0,0
K04819,0,0,0,0,0,0
K04825,0,0,0,0,0,0
K04829,0,0,0,0,0,0
K04830,0,0,0,0,0,0
K04832,0,0,0,0,0,0
K04833,0,0,0,0,0,0
K04834,0,0,0,0,1,0
K04835,0,0,0,0,0,0
K04836,0,0,0,0,0,0
K04837,0,0,0,0,1,1
K04838,0,0,0,0,1,0
K04840,0,0,0,0,0,0
K04841,0,0,0,0,1,0
K04842,0,0,0,0,0,0
K04843,0,0,0,0,1,0
K04844,0,0,0,0,0,0
K04849,0,0,1,0,1,1
K04850,0,0,0,0,1,1
K04851,0,0,0,0,1,0
K04852,0,0,0,0,0,0
K04853,0,0,0,0,0,0
K04854,0,0,0,1,1,0
K04855,1,0,1,1,1,1
K04856,0,0,0,0,1,0
K04857,0,0,0,0,1,0
K04858,0,0,0,0,0,0
K04859,0,0,0,0,0,0
K04860,0,0,0,0,1,0
K04861,0,0,0,0,0,0
K04874,0,0,0,0,1,0
K04875,0,0,0,0,0,0
K04876,0,0,1,1,1,0
K04877,0,0,0,0,0,0
K04879,0,0,0,0,1,0
K04880,0,0,0,0,1,0
K04881,0,0,0,0,0,0
K04882,0,0,0,0,1,0
K04883,0,0,1,0,1,1
K04884,0,0,0,0,0,0
K04885,0,0,0,0,1,0
K04886,0,0,0,0,1,0
K04887,0,0,0,0,0,0
K04888,0,0,0,0,1,0
K04891,0,0,0,0,0,0
K04892,0,0,0,0,1,0
K04893,0,0,0,0,0,0
K04899,0,0,0,0,1,0
K04900,0,0,0,0,0,0
K04904,0,0,0,0,1,0
K04905,0,0,1,0,1,0
K04907,0,0,0,0,0,0
K04908,0,0,1,0,1,0
K04909,0,0,1,0,1,1
K04910,0,0,0,0,1,0
K04911,0,0,1,0,1,1
K04912,0,0,0,0,0,0
K04913,0,0,0,0,0,0
K04914,0,0,0,0,0,0
K04915,0,0,0,0,0,0
K04916,0,0,0,0,1,0
K04917,0,0,0,0,0,0
K04919,0,0,0,0,0,0
K04920,0,0,0,0,0,0
K04923,0,0,0,0,0,0
K04924,0,0,0,0,1,0
K04926,0,0,0,0,0,0
K04927,0,0,0,0,0,0
K04928,0,0,0,0,0,0
K04929,0,0,0,0,0,0
K04930,0,0,0,0,0,0
K04933,0,0,0,0,1,0
K04935,0,0,0,0,0,0
K04936,0,0,1,1,1,1
K04940,1,1,1,1,1,1
K04942,0,0,0,0,1,0
K04943,0,0,0,0,0,0
K04944,0,0,1,0,1,0
K04946,0,0,0,0,0,0
K04947,0,0,0,0,0,0
K04948,0,0,1,0,1,1
K04949,0,0,1,0,1,0
K04950,0,0,0,0,1,0
K04951,0,0,0,0,1,0
K04952,0,0,0,0,1,0
K04954,0,0,0,0,1,0
K04955,1,0,1,0,1,1
K04956,0,0,0,0,1,0
K04957,0,0,1,0,1,1
K04958,0,0,1,0,1,1
K04959,0,0,0,0,1,0
K04960,0,0,0,0,0,0
K04961,0,0,0,0,0,0
K04962,0,0,0,0,0,0
K04963,0,0,0,0,1,0
K04966,0,0,0,0,0,0
K04969,0,0,0,0,0,0
K04970,0,0,0,0,1,0
K04974,0,0,0,0,0,0
K04975,0,0,0,0,1,0
K04977,0,0,0,0,0,1
K04978,0,0,0,0,0,0
K04979,0,0,0,0,0,0
K04980,0,0,0,0,0,0
K04981,0,0,0,0,0,0
K04982,0,0,0,0,0,0
K04983,0,0,0,0,0,0
K04984,0,0,0,0,1,0
K04985,0,0,0,0,0,0
K04986,1,0,1,0,1,1
K04987,0,0,0,0,1,0
K04988,0,0,0,0,1,0
K04989,0,0,0,0,0,0
K04990,0,0,1,0,1,1
K04991,0,0,0,0,1,1
K04994,0,0,0,0,0,0
K04996,0,0,0,0,0,0
K05010,0,0,0,0,0,0
K05011,0,0,0,0,1,1
K05012,0,0,0,0,0,0
K05015,0,0,0,0,1,0
K05016,0,0,1,1,1,1
K05019,0,0,1,0,1,0
K05020,1,1,1,1,1,1
K05026,0,0,0,0,0,0
K05028,0,0,0,0,0,0
K05030,0,0,0,0,0,0
K05031,0,0,0,0,0,0
K05033,0,0,0,0,1,0
K05034,0,0,0,0,0,0
K05035,0,0,0,0,0,0
K05036,0,0,0,0,0,0
K05037,0,0,0,0,0,0
K05038,0,0,0,1,1,0
K05039,0,0,0,0,1,0
K05043,0,0,0,0,0,0
K05048,0,0,0,0,1,0
K05062,0,0,0,0,0,0
K05080,0,0,0,0,0,0
K05084,0,0,1,0,1,1
K05095,0,0,0,0,0,0
K05099,0,0,0,0,0,0
K05102,0,0,0,0,0,0
K05103,0,0,0,0,0,0
K05104,0,0,0,0,0,0
K05106,0,0,0,0,0,0
K05109,0,0,0,0,0,0
K05110,0,0,0,0,0,0
K05113,0,0,0,0,0,0
K05117,0,0,0,0,0,0
K05118,0,0,0,0,0,0
K05119,1,1,1,1,1,1
K05120,0,0,0,0,0,0
K05121,0,0,0,0,0,0
K05122,0,0,0,0,1,0
K05123,0,0,0,0,1,0
K05127,0,0,0,0,0,0
K05129,0,0,0,0,0,0
K05130,0,0,0,0,0,0
K05143,0,0,0,0,0,0
K05166,0,0,0,0,0,0
K05175,1,1,1,1,1,1
K05181,0,0,1,0,1,1
K05184,0,0,0,0,0,0
K05186,0,0,1,1,1,0
K05189,0,0,0,0,0,0
K05190,1,0,1,1,1,1
K05194,0,0,0,0,0,0
K05195,1,1,1,1,1,1
K05196,0,0,0,0,0,0
K05202,1,0,1,1,1,1
K05205,0,0,0,0,0,0
K05206,0,0,0,0,0,0
K05208,0,0,0,0,0,0
K05215,0,0,0,0,0,0
K05218,0,0,1,0,1,1
K05219,0,0,0,0,0,0
K05220,0,0,0,0,0,0
K05236,1,1,1,1,1,1
K05245,0,0,0,0,0,0
K05271,0,0,0,0,0,0
K05273,0,0,0,0,1,0
K05275,0,0,0,0,0,0
K05278,0,0,0,0,0,0
K05279,0,0,0,0,0,0
K05280,0,0,0,0,0,0
K05281,0,0,1,0,1,1
K05282,0,0,0,0,1,0
K05283,0,0,1,1,1,0
K05284,0,0,1,0,1,1
K05285,0,0,1,1,1,1
K05286,1,0,1,1,1,1
K05287,0,0,0,0,1,0
K05288,1,1,1,1,1,1
K05289,0,0,1,0,1,0
K05290,0,0,1,1,1,1
K05291,0,0,1,1,1,0
K05292,0,0,1,0,1,0
K05293,0,0,1,0,1,0
K05294,0,0,1,0,1,1
K05296,1,1,1,1,1,1
K05297,1,1,1,1,1,1
K05298,0,1,1,1,1,0
K05299,1,1,1,1,1,1
K05301,1,1,1,1,1,1
K05302,0,0,1,1,1,0
K05303,1,1,1,1,1,1
K05304,1,1,1,1,1,1
K05305,0,0,1,1,1,1
K05306,1,1,1,1,1,1
K05307,0,0,0,0,1,0
K05308,1,1,1,1,1,1
K05309,1,1,1,1,1,1
K05310,1,1,1,1,1,1
K05311,0,0,0,0,0,0
K05312,0,0,1,0,1,1
K05323,0,0,1,0,1,0
K05337,1,1,1,1,1,1
K05340,1,1,1,1,1,1
K05341,1,1,1,1,0,1
K05342,0,0,0,0,0,0
K05343,1,1,1,1,1,1
K05346,1,1,1,1,0,1
K05349,1,1,1,1,1,1
K05350,1,1,1,1,1,1
K05351,1,1,1,1,1,1
K05352,0,0,0,0,0,0
K05355,1,0,1,0,1,1
K05356,1,1,1,1,1,1
K05358,1,1,1,1,1,1
K05359,0,0,1,1,1,0
K05360,0,0,0,0,0,0
K05361,0,0,0,0,1,0
K05362,0,0,0,0,0,0
K05363,0,0,0,0,0,0
K05364,1,1,1,1,1,1
K05365,1,1,1,1,1,1
K05366,1,1,1,1,1,1
K05367,1,1,1,1,1,1
K05368,1,1,1,1,0,1
K05369,1,1,1,1,1,1
K05370,1,1,1,1,1,1
K05371,1,1,1,1,1,1
K05372,0,0,0,0,0,0
K05373,0,0,1,0,0,0
K05374,0,0,1,0,0,0
K05375,0,0,0,0,0,0
K05376,1,1,1,1,1,1
K05377,1,1,1,1,1,1
K05378,1,1,1,1,1,1
K05379,1,1,1,1,1,1
K05380,1,1,1,1,1,1
K05381,1,1,1,1,1,1
K05382,1,1,1,1,1,1
K05383,1,1,1,1,1,1
K05384,1,1,1,1,1,1
K05385,1,1,1,1,1,1
K05386,1,1,1,1,1,1
K05387,0,0,0,0,1,0
K05389,0,0,1,0,1,1
K05391,0,0,0,0,0,0
K05394,1,1,1,1,1,1
K05396,1,1,1,1,1,1
K05397,0,0,0,0,0,0
K05399,0,0,0,0,0,0
K05401,0,0,0,0,0,0
K05405,0,0,0,0,0,0
K05410,0,0,0,0,0,0
K05460,0,0,0,0,0,0
K05466,0,0,0,0,0,0
K05478,0,0,0,0,0,0
K05499,1,1,1,1,1,1
K05501,1,1,1,1,1,1
K05502,0,0,0,0,0,0
K05515,1,1,1,1,1,1
K05516,1,1,1,1,1,1
K05517,1,0,1,0,1,1
K05518,0,0,0,0,0,0
K05519,0,0,0,0,0,0
K05520,1,1,1,1,1,1
K05521,1,1,1,1,1,1
K05522,1,1,1,1,1,1
K05523,1,1,1,1,1,1
K05524,1,1,1,1,1,1
K05525,1,1,1,1,1,1
K05526,1,1,1,1,1,1
K05527,1,1,1,1,1,1
K05528,1,1,1,1,1,1
K05529,0,0,0,0,0,0
K05531,0,0,1,0,1,1
K05532,0,0,0,0,1,0
K05533,0,0,0,0,0,0
K05534,0,0,0,0,1,0
K05535,0,0,0,0,0,0
K05536,0,0,0,0,0,0
K05538,0,0,0,0,0,0
K05539,1,1,1,1,1,1
K05540,1,1,1,1,1,1
K05541,1,1,1,1,1,1
K05542,0,0,1,1,1,1
K05543,0,0,1,0,1,0
K05544,0,0,1,1,1,1
K05545,0,0,0,0,0,0
K05546,0,1,1,1,1,1
K05548,1,1,1,0,1,1
K05549,1,1,1,1,1,1
K05550,1,1,1,1,1,1
K05551,0,0,0,0,0,0
K05552,0,0,0,0,0,0
K05553,0,0,0,0,0,0
K05554,0,0,0,0,0,0
K05555,1,1,1,1,1,1
K05556,0,0,0,0,0,0
K05557,1,1,1,1,1,1
K05558,0,0,0,0,0,0
K05559,1,1,1,1,1,1
K05560,1,0,1,0,0,1
K05561,1,1,1,1,1,1
K05562,1,1,1,0,1,1
K05563,1,0,1,0,0,0
K05564,1,1,1,0,0,1
K05565,1,1,1,1,1,1
K05566,1,1,1,1,1,1
K05567,1,1,1,1,1,1
K05568,1,1,1,1,1,1
K05569,1,1,1,1,1,1
K05570,1,1,1,1,1,1
K05571,1,1,1,1,1,1
K05572,1,1,1,1,1,1
K05573,1,1,1,1,1,1
K05574,1,1,1,1,1,1
K05575,1,1,1,1,1,1
K05576,1,1,1,1,1,1
K05577,1,1,1,1,1,1
K05578,1,1,1,1,1,1
K05579,1,1,1,1,1,1
K05580,1,1,1,1,1,1
K05581,1,1,1,1,1,1
K05582,1,1,1,1,1,1
K05583,1,1,1,1,1,1
K05584,1,1,1,1,1,1
K05585,1,1,1,1,1,1
K05586,0,1,0,1,0,0
K05587,1,1,1,1,1,0
K05588,0,1,0,1,0,0
K05589,1,1,1,1,1,1
K05590,1,1,1,1,0,1
K05591,1,1,1,1,1,1
K05592,1,1,1,1,1,1
K05593,0,0,0,0,0,0
K05594,0,0,0,0,0,0
K05595,1,1,1,1,1,1
K05596,1,1,1,1,1,1
K05597,1,0,1,0,1,1
K05599,0,0,1,0,0,0
K05600,0,0,1,0,1,1
K05601,0,0,0,0,0,0
K05602,1,1,1,1,1,1
K05603,1,1,1,1,1,1
K05604,0,0,0,0,0,0
K05605,1,1,1,1,1,1
K05606,1,1,1,1,1,1
K05607,0,1,1,0,1,1
K05609,0,0,1,0,1,1
K05610,0,0,1,1,1,1
